	COND	CONDIRR	DN	DNN	IMP	IN	IRR	MODAL	QUEST	RESTR	all_occ	all_other	lemma	nonver	pos
28079	0	0	3	0	0	0	0	0	0	0	147	144	особенный	3	ADJ
28080	0	0	1	0	0	0	0	0	0	0	13	12	времен	1	NOUN
28081	0	0	0	0	1	0	0	0	0	0	1	0	передёрнуть	1	VERB
28082	0	0	3	0	0	0	0	0	0	0	3	0	смоглиотреть	3	VERB
28083	0	2	0	0	0	0	0	0	0	0	134	132	саакашвили	2	PROPN
28084	0	0	0	0	0	0	0	1	0	0	3	2	упрятать	1	VERB
28085	0	0	1	0	0	0	0	0	0	0	1	0	рос.сй	1	ADJ
28086	0	0	2	0	0	0	0	1	0	0	7	4	заикгиваться	3	VERB
28087	0	0	0	0	0	0	0	1	0	0	1	0	погонь	1	VERB
28088	0	0	0	0	0	0	0	1	0	0	1	0	встревоживать	1	VERB
28089	0	1	0	0	0	0	0	1	0	1	7	4	подрости	3	VERB
28090	0	0	1	0	0	0	0	0	0	0	1	0	ПР-менеджер	1	PROPN
28091	0	0	0	0	0	0	0	1	0	0	2	1	оговаривавать	1	VERB
28092	0	0	1	0	0	0	0	0	0	0	1	0	Русырус	1	PROPN
28093	0	0	1	0	0	0	0	0	0	0	6	5	Уметь	1	VERB
28094	0	0	1	0	0	0	0	0	0	0	9	8	воробь	1	NOUN
28095	0	0	1	0	0	0	0	0	0	0	4	3	сыроед	1	NOUN
28096	1	1	0	0	1	0	0	0	0	0	10	7	паскуда	3	ADV
28097	0	0	0	0	0	0	0	1	0	0	4	3	жестче	1	ADV
28098	1	0	0	0	0	0	0	0	0	0	2	1	ибывать	1	VERB
28099	0	0	1	0	0	0	0	2	0	0	9	6	огрызаться	3	VERB
28100	0	0	1	0	0	0	0	0	0	0	1	0	более10	1	NUM
28101	0	0	0	0	0	0	0	2	0	1	13	10	отучать	3	VERB
28102	0	0	0	0	0	0	0	1	0	0	2	1	дтереть	1	VERB
28103	0	0	1	0	0	0	0	0	0	0	1	0	защитникать	1	VERB
28104	0	0	1	0	0	0	0	0	0	0	15	14	безумец	1	NOUN
28105	0	0	0	0	0	0	0	1	0	0	1	0	задержавать	1	VERB
28106	0	0	0	0	0	0	0	1	0	0	1	0	перешать	1	VERB
28107	0	0	1	0	0	0	0	0	0	0	50	49	детдом	1	NOUN
28108	1	1	0	0	0	0	0	0	0	0	1	-1	https://youtu.be/7fAzRXtZaNQЖириновский	2	ADJ
28109	0	1	0	0	0	0	0	0	0	2	5	2	качнуть	3	VERB
28110	0	0	0	0	0	0	0	0	0	1	2	1	создадивать	1	VERB
28111	0	0	0	0	0	0	0	1	0	0	2	1	перемонтировать	1	VERB
28112	1	0	0	0	0	0	0	0	0	0	6	5	.ить	1	VERB
28113	0	0	0	0	1	0	0	0	0	1	4	2	позовать	2	VERB
28114	0	0	0	0	0	0	0	1	0	0	1	0	дойдетак	1	ADV
28115	0	0	1	0	0	0	0	0	0	0	16	15	Якушев	1	PROPN
28116	0	0	2	0	0	0	0	0	0	0	24	22	метрополитен	2	NOUN
28117	0	0	1	0	0	0	0	1	0	0	3	1	отвертеваться	2	VERB
28118	0	1	0	0	0	0	0	0	0	0	17	16	обанкротиваться	1	VERB
28119	1	0	0	0	0	0	0	0	0	0	6	5	докаж	1	NOUN
28120	0	0	1	0	0	0	0	0	0	0	1	0	пизд*бол	1	NOUN
28121	0	0	1	0	0	0	0	1	0	0	2	0	возобновяться	2	VERB
28122	0	0	0	0	1	0	0	0	0	1	15	13	.ять	2	VERB
28123	0	0	1	0	0	0	0	0	0	0	6	5	многибыть	1	VERB
28124	0	0	1	0	0	0	0	0	0	0	5	4	тоц	1	DET
28125	0	0	1	0	0	0	0	0	0	0	1	0	Осталосить	1	VERB
28126	0	1	1	0	0	0	0	0	0	0	1	-1	Путавать	2	VERB
28127	0	0	1	0	0	0	0	0	0	0	1	0	Путай	1	NOUN
28128	0	1	1	0	0	0	0	0	0	0	88	86	неприемлемый	2	ADJ
28129	0	0	2	0	0	0	0	0	0	0	12	10	Ivan	2	PROPN
28130	0	0	2	0	0	0	0	1	0	0	3	0	стесняеться	3	VERB
28131	0	0	0	0	1	0	0	0	0	0	3	2	завидовывать	1	VERB
28132	0	0	1	0	0	0	0	0	0	0	5	4	просверливать	1	VERB
28133	0	0	0	0	0	0	0	1	0	0	8	7	сыто	1	ADV
28134	0	0	1	0	0	0	0	0	0	0	1	0	опоздывать	1	VERB
28135	0	0	1	0	0	0	0	0	0	1	2	0	расхлебать	2	VERB
28136	0	0	1	0	0	0	0	0	0	0	429	428	протестный	1	ADJ
28137	0	0	1	0	0	0	0	0	0	0	1	0	покоряеться.	1	NOUN
28138	0	0	1	0	0	0	0	0	0	0	8	7	сородич	1	NOUN
28139	0	0	1	0	0	0	0	0	0	0	1	0	перечислишь.	1	NOUN
28140	0	0	1	0	0	0	0	0	0	0	7	6	круглой	1	ADJ
28141	0	0	0	0	0	0	1	0	0	0	29	28	исключительность	1	NOUN
28142	0	0	0	0	0	0	0	1	0	0	11	10	зарвываться	1	VERB
28143	0	0	0	0	0	0	0	0	0	1	2	1	гашить	1	VERB
28144	0	0	2	0	0	0	0	0	0	0	4	2	сдохдывать	2	VERB
28145	0	0	0	0	0	0	0	1	0	0	16	15	Подпишиться	1	VERB
28146	1	0	0	0	0	0	0	0	0	0	84	83	медленный	1	ADJ
28147	0	0	1	0	0	0	0	0	0	0	39	38	весный	1	ADJ
28148	0	0	1	0	0	0	0	0	0	0	2	1	жалый	1	ADJ
28149	0	1	0	0	0	0	0	0	0	0	1	0	Ураина	1	PROPN
28150	0	0	0	0	0	0	1	0	0	0	7	6	Либерально-Демократический	1	ADJ
28151	0	0	0	0	1	0	0	0	0	0	2	1	пролетарскать	1	VERB
28152	0	0	1	0	0	0	0	0	0	0	1	0	поставть	1	VERB
28153	0	0	1	0	0	0	0	0	0	0	1	0	зашивеляться	1	VERB
28154	0	0	1	0	0	0	0	0	0	0	3	2	утонувать	1	VERB
28155	0	0	0	0	0	0	0	1	0	0	3	2	отстроять	1	VERB
28156	0	0	1	0	0	0	0	1	0	0	5	3	разиться	2	VERB
28157	0	0	2	0	0	0	0	0	0	0	128	126	включение	2	NOUN
28158	0	1	1	0	0	0	0	0	0	0	515	513	независимость	2	NOUN
28159	0	2	0	0	0	0	0	0	0	0	5	3	зашататься	2	VERB
28160	0	0	1	0	0	0	0	0	0	0	1	0	сутидискуссия	1	NOUN
28161	0	0	1	0	0	0	0	0	0	0	1	0	балоьоль	1	NOUN
28162	0	0	1	0	0	0	0	0	0	0	64	63	телеведущий	1	ADJ
28163	0	0	1	0	0	0	0	0	0	0	1	0	Отписываваться	1	VERB
28164	0	0	0	0	0	0	0	0	0	1	2	1	популярности	1	VERB
28165	0	0	1	0	0	0	0	0	0	0	1	0	Постановый	1	ADJ
28166	0	1	0	0	0	0	0	0	0	0	6	5	дагать	1	VERB
28167	0	1	0	0	0	0	0	0	0	0	1	0	рулил-ый	1	ADJ
28168	1	0	0	0	0	0	0	0	0	0	15	14	рассматривавать	1	VERB
28169	0	0	1	0	0	0	0	0	0	0	15	14	Оскол	1	NOUN
28170	0	0	0	0	0	0	0	1	0	0	1	0	иначе,сейчас	1	ADV
28171	0	0	1	0	0	0	0	0	0	0	1	0	включивый	1	ADJ
28172	0	0	0	0	0	0	0	1	0	0	1	0	Отыметь	1	VERB
28173	0	0	1	0	0	0	0	0	0	0	31	30	незалежный	1	ADJ
28174	0	0	1	0	0	0	0	0	0	0	2	1	дала	1	NOUN
28175	0	0	1	0	0	0	0	0	0	0	1	0	отожмет	1	NOUN
28176	0	1	0	0	0	0	0	0	0	0	12	11	отгать	1	VERB
28177	0	0	0	0	0	0	0	1	0	0	9	8	опредеваться	1	VERB
28178	0	0	0	0	0	0	0	0	0	1	2	1	скрасивать	1	VERB
28179	0	0	0	0	0	0	0	1	0	0	1	0	откомандироваться	1	VERB
28180	0	0	0	0	1	0	0	0	0	0	1	0	подтёрться	1	VERB
28181	0	0	1	0	0	0	0	0	0	0	1	0	пипирк	1	NOUN
28182	0	1	0	0	0	0	0	0	0	0	1	0	Воплощать	1	VERB
28183	0	0	1	0	0	0	0	0	0	0	1	0	спорюотреть	1	VERB
28184	0	0	1	0	0	0	0	0	0	0	13	12	покусать	1	VERB
28185	0	0	0	0	0	0	0	1	0	0	2	1	Расформировать	1	VERB
28186	0	0	0	0	0	0	0	1	0	0	1	0	призадумать	1	VERB
28187	0	0	0	0	0	0	0	3	0	0	13	10	обрисовывать	3	VERB
28188	0	0	0	0	0	0	0	1	0	0	1	0	вседозволенно	1	ADV
28189	0	0	0	0	0	0	0	2	0	0	5	3	беспредельничать	2	VERB
28190	1	0	0	0	0	0	0	0	0	0	6	5	продовать	1	VERB
28191	1	0	0	0	0	0	0	0	0	1	53	51	косвенно	2	ADV
28192	0	0	1	0	0	0	0	0	0	0	47	46	бин	1	NOUN
28193	0	0	1	0	0	0	0	0	0	1	15	13	отличиваться	2	VERB
28194	0	1	0	0	0	0	0	0	0	0	4	3	2011год	1	NOUN
28195	0	0	0	0	0	0	0	1	0	0	1	0	разбегуваться	1	VERB
28196	0	0	0	0	1	0	0	0	0	0	2	1	протрить	1	VERB
28197	0	0	0	0	1	0	0	0	0	0	12	11	командевать	1	VERB
28198	0	1	0	0	0	0	0	0	0	0	198	197	репортаж	1	NOUN
28199	0	0	1	0	0	0	0	0	0	0	61	60	тысяч	1	NOUN
28200	0	0	1	0	0	0	0	0	0	0	48	47	демон	1	NOUN
28201	0	0	0	0	1	0	0	0	0	0	27	26	фотографироваться	1	VERB
28202	0	0	1	0	0	0	0	0	0	0	2	1	immortal	1	PROPN
28203	0	0	0	0	0	0	0	0	0	1	7	6	ютиться	1	VERB
28204	0	0	0	0	0	0	0	1	0	0	2	1	нарядяться	1	VERB
28205	0	0	1	0	0	0	0	0	0	0	39	38	гендерный	1	ADJ
28206	0	0	1	0	0	0	0	0	0	0	3	2	общественно-научный	1	ADJ
28207	0	1	0	0	0	0	0	0	0	0	1	0	экс-политтехнолога	1	NOUN
28208	0	0	1	0	0	0	0	0	0	0	8	7	категориь	1	NOUN
28209	0	0	1	0	0	0	0	0	0	0	11	10	оторваваться	1	VERB
28210	0	1	0	0	0	0	0	0	0	0	5	4	несмогать	1	VERB
28211	0	0	0	0	0	0	0	1	0	0	44	43	оказиваться	1	VERB
28212	0	0	0	0	0	0	0	1	0	0	2	1	процитировывать	1	VERB
28213	0	0	1	0	0	0	0	0	0	1	9	7	обзавеваться	2	VERB
28214	0	0	1	0	0	0	0	0	0	0	1	0	Праходить	1	VERB
28215	0	1	0	0	0	0	0	0	0	0	1	0	обдрочиваться	1	VERB
28216	0	0	0	0	0	0	0	1	0	0	9	8	поболтать	1	VERB
28217	0	1	1	0	0	0	0	0	0	0	138	136	болото	2	NOUN
28218	0	0	2	0	0	0	0	0	0	0	2	0	обессудтье	2	NOUN
28219	0	0	1	0	0	0	0	0	0	0	1	0	ладенный	1	ADJ
28220	0	0	1	0	0	0	0	0	0	0	1	0	упалийский	1	ADJ
28221	0	0	0	0	0	0	0	1	0	0	4	3	вонючая	1	ADV
28222	0	0	1	0	0	0	0	0	0	0	7	6	откидывать	1	VERB
28223	0	0	1	0	0	0	0	0	0	0	108	107	социалка	1	NOUN
28224	0	0	2	0	0	0	0	0	0	0	292	290	мигрант	2	NOUN
28225	0	0	1	0	0	0	0	0	0	0	2	1	оседлавать	1	VERB
28226	0	1	0	0	0	0	0	10	0	0	46	35	ударивать	11	VERB
28227	0	0	5	0	0	0	0	5	0	1	28	17	бьти	11	VERB
28228	0	0	0	0	0	0	0	0	0	1	5	4	спасить	1	VERB
28229	0	0	0	0	0	0	0	1	0	0	8	7	кастрировать	1	VERB
28230	0	0	1	0	0	0	0	0	0	0	4	3	капавать	1	VERB
28231	0	0	0	0	0	0	0	1	0	0	5	4	потверждать	1	VERB
28232	0	0	1	0	0	0	0	0	0	0	2	1	тяна	1	NOUN
28233	1	0	0	0	0	0	0	0	0	0	1594	1593	со	1	ADP
28234	0	1	0	0	0	0	0	0	0	0	51	50	запада	1	NOUN
28235	0	0	1	0	0	0	0	0	0	0	1	0	ухажять	1	VERB
28236	0	1	0	0	0	0	0	0	0	0	87	86	престол	1	NOUN
28237	0	0	0	0	0	0	0	1	0	0	1	0	трепиться	1	VERB
28238	0	0	1	0	0	0	0	0	0	0	1	0	успокоуться	1	VERB
28239	0	0	1	0	0	0	0	0	0	0	3	2	руление	1	NOUN
28240	0	0	0	0	0	0	0	1	0	0	8	7	срубать	1	VERB
28241	0	0	1	0	0	0	0	0	0	0	1	0	сдавшейся	1	ADJ
28242	0	0	1	0	0	0	0	0	0	0	1	0	верюнь	1	NOUN
28243	0	0	1	0	0	0	0	0	0	0	15	14	территориь	1	NOUN
28244	0	0	0	0	0	0	0	1	0	0	1	0	*послать	1	VERB
28245	0	0	0	0	0	0	0	1	0	0	1	0	конфликтбыть	1	VERB
28246	0	0	0	0	0	0	0	1	0	0	6	5	Соединёть	1	VERB
28247	0	0	1	0	0	0	0	0	0	0	3	2	товарищи.	1	NOUN
28248	0	0	2	0	0	0	0	0	0	0	3	1	спяться	2	VERB
28249	0	0	0	0	0	0	0	2	0	0	90	88	Мутко	2	ADV
28250	0	0	1	0	0	0	0	0	0	0	1	0	энштейн	1	NOUN
28251	0	0	0	0	0	0	0	1	0	0	6	5	текть	1	VERB
28252	0	0	2	0	0	0	0	0	0	0	1	-1	отморозеть	2	VERB
28253	1	0	0	0	0	0	0	0	0	0	1	0	предсказуемыбыть	1	VERB
28254	0	0	1	0	0	0	0	0	0	0	12	11	полвек	1	NOUN
28255	3	0	1	0	1	0	0	4	0	1	37	27	вернёться	10	VERB
28256	0	0	1	0	0	0	0	0	0	0	43	42	стра	1	NOUN
28257	0	1	0	0	0	0	0	0	0	0	4	3	Гонять	1	VERB
28258	0	0	1	0	0	0	0	0	0	0	1	0	джипер	1	NOUN
28259	0	0	0	0	1	0	0	0	0	0	1	0	,белком	1	ADV
28260	0	2	1	0	0	0	0	0	0	0	62	59	наивность	3	NOUN
28261	0	0	0	0	0	0	0	1	0	0	1	0	застринать	1	VERB
28262	0	0	1	0	0	0	0	0	0	0	159	158	пробка	1	NOUN
28263	0	0	0	0	1	0	0	0	0	0	3	2	Подоходить	1	VERB
28264	0	0	1	0	0	0	0	0	0	0	1	0	осталосьПервый	1	ADJ
28265	0	0	1	0	0	0	0	0	0	0	20	19	порицание	1	NOUN
28266	1	1	2	0	0	0	0	0	0	0	642	638	штраф	4	NOUN
28267	0	0	1	0	0	0	0	0	0	0	1	0	бросай	1	NOUN
28268	0	0	0	0	0	0	0	1	0	0	1	0	Разгориться	1	VERB
28269	0	0	1	0	0	0	0	0	0	0	1	0	Спроста	1	PROPN
28270	0	0	0	0	0	0	0	1	0	0	2	1	проверенно	1	ADV
28271	0	0	3	0	0	0	0	0	0	0	88	85	чурка	3	NOUN
28272	0	0	1	0	0	0	0	0	0	0	10	9	гомосятина	1	NOUN
28273	0	1	1	0	0	0	0	0	0	0	5	3	приношивать	2	VERB
28274	0	0	1	0	0	0	0	0	0	0	3	2	беженка	1	NOUN
28275	0	0	1	0	0	0	0	0	0	0	2	1	безынтересный	1	ADJ
28276	0	0	0	0	0	0	0	1	0	0	13	12	,получать	1	VERB
28277	1	0	0	0	0	0	0	0	0	0	1	0	панимаеш	1	NOUN
28278	0	0	1	0	0	0	0	0	0	0	1	0	сделоуть	1	VERB
28279	0	0	1	0	0	0	0	0	0	1	1	-1	уважаюто	2	PRON
28280	0	0	0	0	0	0	0	1	0	0	1	0	ебилать	1	VERB
28281	0	0	1	0	0	0	0	0	0	0	4	3	кризиса	1	NOUN
28282	0	0	0	0	0	0	0	1	0	0	1	0	поручивать	1	VERB
28283	0	0	1	0	0	0	0	0	0	0	2	1	отзвониваться	1	VERB
28284	0	0	0	0	1	0	0	0	0	0	1	0	отдохнить	1	VERB
28285	0	0	0	0	0	0	0	1	0	0	1	0	заштриховывать	1	VERB
28286	1	0	0	0	0	0	0	0	0	0	18	17	глуп	1	NOUN
28287	0	0	0	0	0	0	0	1	0	0	1	0	стогниенко	1	ADV
28288	0	0	0	0	0	0	0	1	0	0	3	2	смолчать	1	VERB
28289	0	0	1	0	0	0	0	0	0	0	1	0	Киселеве	1	PROPN
28290	0	0	0	0	0	0	0	0	0	1	7	6	требать	1	VERB
28291	0	0	1	0	0	0	0	0	0	0	1	0	УкраинаЕбанат	1	PROPN
28292	0	0	1	0	0	0	0	0	0	0	15	14	местотец	1	NOUN
28293	0	0	1	0	0	0	0	0	0	0	1	0	въодить	1	VERB
28294	0	1	0	0	0	0	0	0	0	0	4	3	Погонять	1	VERB
28295	0	0	2	0	0	0	0	0	0	0	2928	2926	федеральный	2	ADJ
28296	0	0	1	0	0	0	0	0	0	0	6	5	альфача	1	NOUN
28297	0	0	2	0	0	0	0	0	0	0	185	183	Ленина	2	PROPN
28298	0	0	0	0	0	0	0	1	0	0	23	22	,например	1	ADV
28299	0	0	0	0	0	0	0	1	0	0	1	0	оленьпиаде	1	ADV
28300	0	0	2	0	0	0	0	0	0	0	3	1	сделалаотреть	2	VERB
28301	0	0	1	0	0	0	0	0	0	0	19	18	убогое	1	NOUN
28302	0	0	1	0	0	0	0	0	0	0	1	0	научилигать	1	VERB
28303	0	1	0	0	0	0	0	0	0	0	4	3	30ть	1	VERB
28304	0	0	1	0	0	0	0	0	0	0	1	0	моглаПредсказание	1	NOUN
28305	0	0	0	0	0	0	0	1	0	0	3	2	радужно	1	ADV
28306	0	0	1	0	0	0	0	0	0	0	1	0	возможно-он	1	PART
28307	0	0	1	0	0	0	0	0	0	0	53	52	нарезка	1	NOUN
28308	0	1	2	0	0	0	0	0	0	0	68	65	забить	3	VERB
28309	1	0	0	0	0	0	0	0	0	0	1	0	удавать	1	VERB
28310	0	0	1	0	0	0	0	0	0	0	2	1	выгрывать	1	VERB
28311	0	0	0	0	1	0	0	0	0	0	2	1	заминировать	1	VERB
28312	0	0	1	0	0	0	0	0	0	0	1	0	одернули.	1	NOUN
28313	0	0	1	0	0	0	0	0	0	0	3	2	Митинговать	1	VERB
28314	0	0	1	0	0	0	0	0	0	0	23	22	Скоро	1	ADV
28315	0	0	0	0	1	0	0	0	0	0	1	0	повелевающе-покровительственно	1	ADV
28316	0	0	0	0	1	0	0	0	0	0	4	3	протягать	1	VERB
28317	0	0	1	0	0	0	0	0	0	0	6	5	оспорять	1	VERB
28318	0	0	1	0	0	0	0	0	0	0	16	15	чужда	1	NOUN
28319	0	0	0	0	0	0	0	1	0	0	5	4	Проскать	1	VERB
28320	0	0	0	0	1	0	0	0	0	0	2	1	согласуйть	1	VERB
28321	0	0	0	0	0	0	0	1	0	0	1	0	припарковаваться	1	VERB
28322	0	0	3	0	0	0	0	0	0	0	29	26	уникальность	3	NOUN
28323	1	0	0	0	0	0	0	0	0	0	2	1	изьяный	1	ADJ
28324	0	0	2	0	0	0	0	0	0	0	1	-1	граммотно	2	ADV
28325	0	0	1	0	0	0	0	0	0	0	2	1	писалийский	1	ADJ
28326	0	0	0	0	0	0	0	1	0	0	9	8	перегнать	1	VERB
28327	0	0	2	0	0	0	0	0	0	0	42	40	интернациональный	2	ADJ
28328	0	0	1	0	0	0	0	0	0	0	1	0	притиснять	1	VERB
28329	0	0	1	0	0	0	0	0	0	2	10	7	комплексно	3	ADV
28330	0	0	1	0	0	0	0	0	0	0	39	38	фермерский	1	ADJ
28331	1	0	0	0	0	0	0	0	0	0	2	1	перевариваться	1	VERB
28332	0	0	1	0	0	0	0	0	0	0	3	2	пачечка	1	NOUN
28333	0	0	0	0	0	0	0	0	0	1	1	0	раздупливаться	1	VERB
28334	0	0	1	0	0	0	0	1	0	0	42	40	прилюдно	2	ADV
28335	0	0	0	0	0	0	0	1	0	0	3	2	окружають	1	VERB
28336	0	0	0	0	0	0	0	1	0	0	1	0	Правильть	1	VERB
28337	0	0	1	0	0	0	0	0	0	0	5	4	мазаться	1	VERB
28338	0	0	1	0	0	0	0	1	0	0	22	20	вышбыть	2	VERB
28339	0	0	0	0	0	0	0	1	0	1	2	0	запоминавать	2	VERB
28340	0	0	1	0	0	0	0	0	0	0	3	2	восхитиваться	1	VERB
28341	0	0	0	0	0	0	0	1	0	0	1	0	нифицировать	1	VERB
28342	0	0	2	0	0	0	0	0	0	0	2	0	помехый	2	ADJ
28343	0	0	0	0	0	0	0	0	0	2	11	9	образоваваться	2	VERB
28344	0	0	0	0	0	0	0	1	0	0	2	1	,задавать	1	VERB
28345	0	0	0	0	0	0	0	1	0	0	1	0	устанонлять	1	VERB
28346	0	0	1	0	0	0	0	0	0	0	1	0	трбовать	1	VERB
28347	0	0	2	0	0	0	0	0	0	0	20	18	болит	2	NOUN
28348	0	0	1	0	0	0	0	0	0	0	2	1	Ошибка	1	PROPN
28349	0	0	1	0	0	0	0	0	0	0	1	0	будетВторый	1	DET
28350	0	0	0	0	0	0	0	0	0	1	4	3	пасквлять	1	VERB
28351	1	0	0	0	0	0	0	0	0	0	1	0	неблагозвучно	1	ADV
28352	0	0	1	0	0	0	0	0	0	0	187	186	антироссийский	1	ADJ
28353	0	0	1	0	0	0	0	0	0	0	76	75	гибридный	1	ADJ
28354	0	0	0	0	0	0	0	0	0	1	5	4	распланировать	1	VERB
28355	0	0	0	0	0	0	0	2	0	0	2	0	Отстрелять	2	VERB
28356	0	1	0	0	0	0	0	0	0	0	1	0	изменилоу	1	PROPN
28357	0	2	2	0	0	0	0	0	0	0	7	3	разбросать	4	VERB
28358	0	0	1	0	0	0	0	0	0	0	18	17	взрослой	1	NOUN
28359	1	0	1	0	0	0	0	0	0	0	27	25	лжвать	2	VERB
28360	0	0	1	0	0	0	0	0	0	0	4	3	Приветствовать	1	VERB
28361	0	0	1	0	0	0	0	0	0	0	1	0	интересен	1	PROPN
28362	0	0	1	0	0	0	0	0	0	0	15	14	проделка	1	NOUN
28363	0	0	2	0	0	0	0	0	0	0	2	0	отдеирать	2	VERB
28364	0	0	1	0	0	0	0	0	0	0	1	0	разлюбять	1	VERB
28365	0	0	0	0	0	0	0	1	0	0	1	0	суновиться	1	VERB
28366	0	0	1	0	0	0	0	0	0	0	1	0	протечть	1	VERB
28367	0	0	2	0	0	0	0	0	0	0	61	59	вялый	2	ADJ
28368	1	0	0	0	1	0	0	0	0	0	3	1	украинизировать	2	VERB
28369	0	0	2	0	0	0	0	0	0	0	7	5	выбирывать	2	VERB
28370	0	0	1	0	0	0	0	0	0	0	1	0	болит&gt;Пишать	1	VERB
28371	0	0	1	0	0	0	0	0	0	0	1	0	былокоммунизм	1	NOUN
28372	0	0	1	0	0	0	0	0	0	0	11	10	смогть	1	VERB
28373	0	0	1	0	0	0	0	0	0	0	7	6	Тп	1	PROPN
28374	0	0	0	0	1	0	0	0	0	0	2	1	положенно	1	ADV
28375	0	1	0	0	0	0	0	0	0	0	9	8	отрекваться	1	VERB
28376	0	0	0	0	0	0	0	1	0	0	1	0	погенерировать	1	VERB
28377	0	0	1	0	0	0	0	0	0	0	25	24	158	1	NUM
28378	0	0	1	0	0	0	0	0	0	0	8	7	волнуться	1	VERB
28379	2	1	0	0	0	0	0	0	0	0	12	9	нашёваться	3	VERB
28380	0	0	1	0	0	0	0	0	0	0	1	0	попёздывать	1	VERB
28381	3	2	3	0	0	0	0	2	0	0	23	13	урегулировать	10	VERB
28382	0	0	2	0	0	0	0	0	0	0	4	2	вылупиваться	2	VERB
28383	0	0	1	0	0	0	0	0	0	1	1	-1	обучаваться	2	VERB
28384	0	0	0	0	0	0	0	1	0	0	1	0	городскибыть	1	VERB
28385	0	0	0	0	1	0	0	0	0	1	23	21	отсасывать	2	VERB
28386	0	0	1	0	0	0	0	0	0	0	1	0	скучно.2	1	NOUN
28387	0	0	1	0	0	0	0	0	0	0	40	39	зама	1	NOUN
28388	0	0	1	0	0	0	0	0	0	0	5	4	сморозить	1	VERB
28389	0	0	1	0	0	0	0	0	0	0	1	0	хватаетСекс	1	NOUN
28390	0	0	0	0	0	0	0	1	0	0	4	3	умножять	1	VERB
28391	0	0	1	0	0	0	0	0	0	0	5	4	буха	1	NOUN
28392	0	0	1	0	0	0	0	0	0	0	3	2	Демченко	1	PROPN
28393	0	0	1	0	0	0	0	0	0	0	1	0	Моглячев	1	PROPN
28394	0	0	0	0	0	0	0	1	0	0	1	0	конролировать	1	VERB
28395	0	0	0	0	0	0	0	1	0	0	3	2	Ненадо	1	ADV
28396	0	0	0	0	0	0	0	1	0	0	4	3	Рассмотреть	1	VERB
28397	0	0	0	0	1	0	0	1	0	0	13	11	ослеплять	2	VERB
28398	0	1	0	0	0	0	0	0	0	0	2	1	желкать	1	VERB
28399	1	0	0	0	0	0	0	0	0	0	2	1	потапенкий	1	ADJ
28400	0	0	1	0	0	0	0	0	0	0	69	68	объективность	1	NOUN
28401	0	1	0	0	0	0	0	0	0	0	1	0	дтерся	1	VERB
28402	1	0	0	0	0	0	0	0	0	0	2	1	выщипать	1	VERB
28403	0	1	0	0	0	0	0	0	0	0	8	7	сдуть	1	VERB
28404	0	0	1	0	0	0	0	0	0	0	128	127	разочарование	1	NOUN
28405	0	0	0	0	0	0	0	1	0	0	1	0	интесоваться	1	VERB
28406	0	0	1	0	0	0	0	0	0	0	105	104	ориентир	1	NOUN
28407	0	0	0	0	0	0	0	1	0	0	1	0	разбираетесьне	1	ADV
28408	0	0	0	0	0	0	0	1	0	0	1	0	ЛДПРПокупать	1	VERB
28409	0	0	1	0	0	0	0	0	0	0	1	0	чем.Пойвать	1	VERB
28410	0	0	0	0	0	0	0	1	0	0	2	1	промотывать	1	VERB
28411	0	0	1	0	0	0	0	0	0	0	2	1	жиды.	1	NOUN
28412	0	0	0	0	1	0	0	0	0	0	1	0	Вывез	1	ADV
28413	1	0	0	0	0	0	0	0	0	0	11	10	Песнить	1	VERB
28414	0	0	0	0	0	0	0	1	0	0	2	1	визть	1	VERB
28415	0	0	1	0	0	0	0	1	0	0	11	9	домогаться	2	VERB
28416	0	0	0	0	0	0	0	1	0	0	1	0	Судято	1	PRON
28417	0	0	1	0	0	0	0	0	0	0	1	0	гнушяться	1	VERB
28418	0	1	0	0	0	0	0	0	0	0	12	11	Гра	1	PROPN
28419	0	0	1	0	0	0	0	0	0	0	1	0	чем.Пок	1	NOUN
28420	0	0	0	0	0	0	0	0	0	2	5	3	треплть	2	VERB
28421	0	0	0	0	0	0	0	2	0	0	1	-1	неберться	2	VERB
28422	0	0	1	0	0	0	0	0	0	0	59	58	сборщик	1	NOUN
28423	0	0	1	0	0	0	0	0	0	0	148	147	колледж	1	NOUN
28424	0	0	0	0	0	0	0	1	0	0	5	4	захвакать	1	VERB
28425	0	0	0	0	0	0	0	0	0	1	2	1	отрицаето	1	PRON
28426	0	0	0	0	0	0	0	1	0	0	1	0	Выкорчевывать	1	VERB
28427	1	0	0	0	0	0	0	0	0	0	65	64	ха	1	INTJ
28428	0	0	0	0	0	0	1	0	0	0	7	6	архиво	1	NOUN
28429	0	0	1	0	0	0	0	0	0	0	471	470	ольга	1	PROPN
28430	0	0	1	0	0	0	0	0	0	0	2	1	Родичев	1	PROPN
28431	0	0	2	0	0	0	0	0	0	0	22	20	Сект	2	PROPN
28432	2	0	0	0	0	0	0	0	0	0	7	5	словоблуд	2	NOUN
28433	0	0	1	0	0	0	0	0	0	0	6	5	едарас	1	NOUN
28434	0	0	1	0	0	0	0	0	0	0	15	14	рукопожатный	1	ADJ
28435	0	0	1	0	0	0	0	0	0	0	1	0	выкопали.	1	NOUN
28436	0	0	1	0	0	0	0	0	0	0	1	0	добувать	1	VERB
28437	0	0	2	0	0	0	0	0	0	0	6	4	завидно	2	ADV
